temp_difference,machine_power,wear_strain,tool_wear_min,quality,machine_failure
9.399999999999977,51898.0,4004.0,130,M,0
9.100000000000023,56021.0,371.0,10,M,0
11.200000000000045,78150.8,10054.800000000001,189,M,0
8.699999999999989,42704.5,2586.8,116,M,0
11.100000000000023,54897.7,3245.7,93,M,0
10.899999999999977,46818.0,1350.0,50,M,0
7.699999999999989,56327.4,478.80000000000007,14,L,0
10.899999999999977,69305.59999999999,1612.8,36,L,0
11.300000000000011,65219.0,5929.0,121,M,0
11.100000000000023,51876.0,4191.0,127,M,0
8.800000000000011,70949.5,98.2,2,L,0
11.199999999999989,59823.0,4222.8,108,M,0
9.399999999999977,58910.6,0.0,0,L,0
10.799999999999955,51881.4,2257.2000000000003,66,L,0
9.899999999999977,36641.299999999996,3186.2,178,M,0
10.800000000000011,67451.7,8153.999999999999,180,H,0
10.300000000000011,57411.7,5438.599999999999,142,L,0
11.0,86309.8,800.4000000000001,12,L,1
9.100000000000023,32561.1,375.09999999999997,31,L,1
9.399999999999977,52257.8,3944.6000000000004,121,M,0
10.099999999999966,64399.3,9526.800000000001,204,L,0
11.100000000000023,70028.0,3464.7999999999997,71,M,0
9.300000000000011,60615.399999999994,5970.0,150,L,0
9.600000000000023,43887.200000000004,1047.2,44,M,0
10.899999999999977,62056.8,2740.4,62,L,0
8.599999999999966,43169.0,1788.5,73,M,0
9.600000000000023,71102.2,8368.1,157,L,0
11.0,67505.40000000001,340.2,7,M,0
11.0,56314.0,3922.0,106,L,0
9.5,65704.5,6835.5,147,H,0
8.800000000000011,51172.600000000006,5163.6,156,L,0
9.600000000000023,59134.200000000004,2371.8,59,M,0
7.699999999999989,86902.2,8903.4,142,M,1
10.700000000000045,62809.2,7883.999999999999,180,M,0
10.800000000000011,53969.6,498.40000000000003,14,L,0
9.5,47572.8,4897.2,154,L,0
11.0,57121.2,2361.6,64,L,0
11.099999999999966,51069.0,3277.0,113,M,0
11.600000000000023,66581.0,6083.3,127,L,0
10.199999999999989,70092.8,3225.6000000000004,63,M,0
8.5,34712.6,2101.4,133,L,0
9.199999999999989,87190.59999999999,11044.599999999999,161,H,1
10.200000000000045,58284.200000000004,5014.1,133,M,0
11.100000000000023,57555.2,404.79999999999995,11,L,0
9.399999999999977,62184.600000000006,5519.8,143,L,0
9.300000000000011,73585.2,5340.0,100,L,0
9.300000000000011,63133.200000000004,681.6,16,H,0
9.800000000000011,62499.0,3195.5,77,M,0
11.299999999999955,45405.9,3162.6000000000004,126,M,0
11.300000000000011,62156.49999999999,7144.9,173,L,0
9.300000000000011,96387.2,11575.199999999999,159,H,1
8.800000000000011,48129.0,1037.0,34,M,0
10.300000000000011,70875.0,5827.5,111,L,0
11.100000000000023,50236.5,4006.4,128,L,0
8.300000000000011,50328.600000000006,2511.6000000000004,78,L,0
11.099999999999966,37397.8,1279.7,67,M,0
10.099999999999966,71997.0,0.0,0,L,0
10.800000000000011,73106.4,0.0,0,L,0
7.800000000000011,51315.2,3496.0,115,H,0
9.300000000000011,61465.5,3610.5,83,L,0
9.399999999999977,62289.100000000006,4158.7,91,M,0
7.900000000000034,51842.00000000001,547.4000000000001,17,L,0
7.7000000000000455,51982.0,2938.8,93,L,0
11.0,41277.600000000006,2721.6000000000004,126,H,0
9.399999999999977,22080.0,120.0,15,L,1
9.0,65178.0,6609.599999999999,144,L,0
8.600000000000023,64552.49999999999,4530.0,100,L,0
10.199999999999989,67195.7,7888.400000000001,164,M,0
9.899999999999977,56509.49999999999,223.79999999999998,6,L,0
10.699999999999989,49570.8,2727.0,90,L,0
8.199999999999989,52672.899999999994,2270.1,69,L,0
9.699999999999989,66521.0,7780.5,171,H,0
9.699999999999989,37766.4,3427.2000000000003,204,L,0
9.699999999999989,60526.299999999996,6215.599999999999,164,L,0
11.100000000000023,59211.600000000006,1113.0,30,L,0
8.100000000000023,44879.9,3087.5,125,M,0
7.7000000000000455,63432.99999999999,9938.599999999999,217,M,0
9.799999999999955,87047.8,679.0,10,L,1
7.900000000000034,69068.8,307.20000000000005,6,M,1
8.899999999999977,51304.3,3896.9,133,L,0
8.899999999999977,58947.0,922.3000000000001,23,H,0
11.199999999999989,56640.200000000004,7162.200000000001,207,L,0
11.100000000000023,56334.3,4565.5,115,L,0
9.100000000000023,66880.0,3610.0,76,L,0
11.0,72711.9,726.6,14,L,0
8.600000000000023,59899.5,972.0,24,M,0
9.399999999999977,60899.8,4565.5,115,L,0
11.600000000000023,54275.4,4822.200000000001,141,M,0
9.399999999999977,53268.799999999996,5779.799999999999,171,L,0
11.199999999999989,55825.0,2618.0,68,M,0
11.300000000000011,34160.0,2324.0,166,H,0
11.399999999999977,72754.5,6022.9,113,L,0
10.800000000000011,51223.600000000006,3002.0,95,L,0
11.200000000000045,44464.8,4743.3,163,M,0
11.400000000000034,77702.4,4089.6,72,M,0
11.199999999999989,53514.799999999996,3600.6,102,L,0
9.800000000000011,74450.40000000001,9862.4,184,L,0
9.300000000000011,56246.4,4687.200000000001,126,L,0
9.199999999999989,89624.09999999999,8698.6,122,M,1
10.100000000000023,60944.399999999994,5517.599999999999,132,L,0
10.099999999999966,60091.49999999999,8590.4,208,L,1
9.800000000000011,51514.6,1043.8,34,M,0
9.5,48696.5,5173.099999999999,179,M,1
10.399999999999977,55820.4,434.40000000000003,12,L,0
11.199999999999989,61992.0,8232.0,196,L,0
11.100000000000023,70713.29999999999,2627.3999999999996,58,M,0
11.0,48706.0,2556.0,90,L,0
9.5,58747.799999999996,2899.7999999999997,81,L,0
8.800000000000011,68234.40000000001,9379.800000000001,193,L,0
11.399999999999977,41712.0,4680.0,195,L,0
9.5,59156.99999999999,2230.2,59,L,0
11.099999999999966,75097.5,8115.8,154,L,0
8.400000000000034,63935.0,5177.5,109,L,1
9.300000000000011,60006.7,7898.799999999999,196,M,0
9.200000000000045,71795.09999999999,5543.2,104,L,0
10.399999999999977,67151.7,137.7,3,M,0
7.900000000000034,45123.0,106.8,4,L,0
11.300000000000011,73098.7,9350.400000000001,192,M,0
7.800000000000011,53340.8,2085.6,66,L,0
9.5,49595.200000000004,4531.400000000001,163,M,0
9.099999999999966,55364.399999999994,6624.799999999999,196,L,0
9.799999999999955,70923.0,1659.8999999999999,33,M,0
9.599999999999966,49216.7,4248.3,147,L,0
10.0,60751.5,7177.900000000001,179,L,0
8.800000000000011,63884.4,1334.4,32,M,0
11.299999999999955,65179.2,8746.8,197,L,0
8.699999999999989,36810.4,3132.8,176,M,0
10.699999999999989,48253.4,360.09999999999997,13,L,0
10.600000000000023,77679.8,5006.5,95,L,0
10.0,67621.2,2442.0,55,L,0
9.299999999999955,64363.2,4452.0,105,M,0
11.400000000000034,75298.8,1938.8,37,L,0
9.300000000000011,67716.4,3098.7999999999997,61,L,0
8.5,65072.99999999999,3940.2,99,L,0
10.5,45635.4,583.2,24,L,0
10.800000000000011,79590.59999999999,462.4,8,L,0
11.5,60462.4,0.0,0,L,0
9.399999999999977,56973.6,3210.2999999999997,87,L,0
9.800000000000011,64015.2,2978.3999999999996,73,L,0
9.5,65981.3,5096.3,113,H,0
10.799999999999955,59307.2,2222.0,55,M,0
8.199999999999989,67378.5,3864.0,80,L,0
9.100000000000023,53256.899999999994,7051.2,208,L,0
10.100000000000023,56803.200000000004,6954.0,190,M,0
8.800000000000011,61466.0,7620.1,181,L,0
9.699999999999989,49200.200000000004,6002.3,193,H,0
9.700000000000045,44199.1,3440.8,136,L,0
9.800000000000011,39342.6,3920.4,198,H,0
11.400000000000034,83167.8,5994.6,103,L,0
11.199999999999989,65367.899999999994,3171.0,70,L,0
8.199999999999989,78507.2,3725.2000000000003,67,L,0
9.700000000000045,49902.799999999996,4613.599999999999,158,M,0
11.199999999999989,68516.8,8702.0,190,L,0
11.399999999999977,61544.5,3984.0,96,L,0
9.400000000000034,80410.0,8965.0,163,H,0
11.0,57920.4,5170.8,139,L,0
9.400000000000034,68449.5,8252.1,173,L,0
9.300000000000011,83688.6,3575.4,59,L,0
8.400000000000034,65243.2,7792.4,161,L,1
11.399999999999977,48615.200000000004,5467.2,204,L,0
9.899999999999977,75589.0,968.4,18,L,0
11.0,65464.2,9922.9,221,H,0
10.800000000000011,76632.6,9929.7,177,M,0
9.300000000000011,85986.0,11566.800000000001,189,L,1
9.099999999999966,58862.799999999996,8605.199999999999,213,L,0
10.699999999999989,54558.899999999994,181.5,5,H,0
9.600000000000023,40377.1,1910.3999999999999,96,L,0
9.699999999999989,75275.2,10925.2,191,M,0
10.400000000000034,69170.4,7721.999999999999,165,L,0
10.199999999999989,41860.8,706.8000000000001,31,M,0
8.100000000000023,60083.700000000004,4267.2,112,L,0
11.200000000000045,59163.0,1755.0,45,L,0
9.900000000000034,62865.0,4680.0,104,L,0
9.100000000000023,66128.40000000001,4239.0,90,L,0
9.5,61437.6,6317.599999999999,149,H,0
10.599999999999966,48975.3,4685.1,161,L,0
11.0,48360.0,4890.0,163,M,0
11.300000000000011,55412.5,2047.5,63,L,0
10.600000000000023,63516.6,468.6,11,L,0
11.0,69182.40000000001,8647.800000000001,174,L,0
9.5,77392.5,910.5,15,L,0
11.100000000000023,56077.600000000006,7229.900000000001,197,M,0
11.300000000000011,65612.4,5906.4,138,L,0
11.100000000000023,52838.799999999996,4041.3999999999996,121,H,0
10.100000000000023,58591.8,1857.6000000000001,48,L,0
9.199999999999989,44860.299999999996,95.6,4,L,0
11.0,57350.0,1998.0,54,L,0
11.300000000000011,68408.8,4380.400000000001,94,L,0
11.300000000000011,50907.600000000006,6225.200000000001,197,M,0
8.5,52833.0,5478.0,166,M,0
8.199999999999989,53496.600000000006,2053.8,63,L,0
9.699999999999989,55836.0,6696.0,186,L,0
11.199999999999989,56429.1,3116.4,84,H,0
10.100000000000023,44140.799999999996,1185.8,49,H,0
10.5,73824.0,8208.0,171,M,0
11.300000000000011,80501.2,10466.8,191,M,0
10.5,48721.600000000006,2160.8,73,M,0
9.400000000000034,43464.0,2016.0,84,L,0
11.399999999999977,53249.6,0.0,0,M,0
8.899999999999977,64719.700000000004,874.0,20,L,0
8.600000000000023,43482.6,214.20000000000002,9,L,0
9.199999999999989,65985.6,9534.400000000001,202,M,0
10.300000000000011,51961.6,2576.8999999999996,73,L,0
9.399999999999977,68248.0,4220.599999999999,94,L,0
9.200000000000045,37202.0,2367.4,133,L,0
11.0,42030.4,4556.2,209,L,0
7.899999999999977,48579.2,3769.6,124,L,0
9.699999999999989,49170.0,2771.4,93,L,0
10.099999999999966,60018.0,8652.0,206,M,0
8.899999999999977,53694.0,5652.0,180,L,0
8.799999999999955,65228.0,5888.0,128,L,0
9.600000000000023,67020.09999999999,5487.3,117,L,0
10.899999999999977,77176.40000000001,1444.8000000000002,24,H,0
10.899999999999977,61090.0,656.0,16,L,0
9.199999999999989,47215.0,3963.4,149,L,0
11.0,62197.0,738.0,18,M,0
10.300000000000011,50899.100000000006,4635.400000000001,154,L,0
8.199999999999989,60860.0,6375.0,150,M,0
9.0,76672.40000000001,111.2,2,L,0
9.300000000000011,67010.8,2935.8,63,L,0
8.600000000000023,63133.0,8323.0,205,L,0
11.400000000000034,57293.6,4914.0,135,L,0
8.899999999999977,66874.5,9702.0,196,L,0
10.100000000000023,51720.0,2280.0,76,M,0
9.0,68250.0,3500.0,70,M,0
9.600000000000023,48294.899999999994,2817.8999999999996,101,L,0
8.800000000000011,49573.4,4447.3,143,M,0
9.600000000000023,49915.5,5629.1,181,L,0
11.299999999999955,82457.2,12741.2,212,L,1
8.899999999999977,60240.0,2000.0,50,L,0
8.899999999999977,73646.40000000001,7289.6,136,M,0
10.100000000000023,56161.799999999996,1955.6999999999998,53,L,0
11.299999999999955,61874.4,3978.8,98,M,0
11.100000000000023,72830.8,2287.6,43,L,0
9.0,80316.8,4438.4,73,L,0
8.199999999999989,68933.90000000001,459.90000000000003,9,L,1
9.100000000000023,46157.3,3113.0,110,L,0
11.100000000000023,57875.4,3459.5000000000005,85,H,0
11.400000000000034,69405.59999999999,7405.2,153,H,0
11.199999999999989,61561.799999999996,6292.8,152,L,0
11.5,39788.4,1959.6000000000001,92,L,0
8.600000000000023,73626.2,10721.2,196,H,0
11.199999999999989,64484.0,2773.0,59,L,0
11.600000000000023,56828.399999999994,1426.8,41,L,0
9.400000000000034,71372.6,5546.8,98,L,0
9.300000000000011,47782.5,637.1,23,M,0
9.5,70914.2,9013.199999999999,174,L,0
9.5,56370.3,5961.900000000001,167,H,0
10.699999999999989,56766.600000000006,7503.0,205,M,0
11.5,58284.200000000004,5994.3,159,L,0
10.0,49099.200000000004,795.0,25,L,0
7.800000000000011,77673.59999999999,7979.4,143,M,0
9.0,71666.09999999999,7951.5,155,M,0
10.699999999999989,53351.1,2345.7999999999997,74,L,0
9.5,51626.6,2666.3,91,H,0
10.600000000000023,68163.3,1669.5,35,M,0
9.0,51579.6,3275.4,103,H,0
9.399999999999977,76090.5,8824.5,159,L,0
9.600000000000023,56245.6,9135.7,217,L,0
7.699999999999989,63580.3,1409.1000000000001,33,L,0
10.899999999999977,64666.0,6683.599999999999,154,M,0
8.800000000000011,70094.0,8888.0,176,H,0
11.399999999999977,62560.0,6880.0,172,L,0
7.800000000000011,85631.4,13356.599999999999,197,L,1
11.099999999999966,71385.59999999999,2164.7999999999997,41,L,0
10.600000000000023,59907.2,3763.6,97,M,0
8.100000000000023,62700.4,6580.8,144,M,1
8.800000000000011,64589.399999999994,7752.499999999999,175,M,0
8.199999999999989,64942.899999999994,2838.0,60,M,1
8.700000000000045,63724.0,8677.5,195,M,0
9.0,57340.200000000004,7662.2,182,M,0
9.599999999999966,57256.5,5705.7,143,L,0
9.100000000000023,59479.0,365.40000000000003,9,L,0
9.399999999999977,67379.2,4972.799999999999,111,L,0
8.300000000000011,48664.0,1624.0,58,L,0
9.899999999999977,56203.0,3367.0,91,H,0
9.399999999999977,59548.5,5694.2,142,L,0
10.599999999999966,74816.7,5071.5,105,L,0
8.800000000000011,44506.799999999996,4399.2,188,L,0
11.5,71610.0,6562.5,125,L,0
9.199999999999989,48792.0,4018.5,141,L,0
9.399999999999977,77991.2,9150.4,172,M,0
9.699999999999989,47247.200000000004,3203.2000000000003,112,M,0
9.300000000000011,54409.5,2915.4,86,L,0
9.899999999999977,42152.0,924.0,42,H,0
8.800000000000011,65660.4,7066.799999999999,151,L,0
10.899999999999977,59124.0,1402.3,37,L,0
10.199999999999989,36636.200000000004,713.8000000000001,43,H,0
10.700000000000045,53600.0,5862.5,175,H,0
10.600000000000023,53291.0,1853.6000000000001,56,L,0
8.600000000000023,78229.8,10632.6,179,L,0
9.700000000000045,69870.59999999999,181.6,4,L,0
10.600000000000023,46852.0,5122.0,197,L,0
8.400000000000034,35834.4,316.0,20,L,0
11.099999999999966,46443.6,2923.2,116,M,0
7.900000000000034,73098.7,194.8,4,L,0
11.100000000000023,47988.0,5635.799999999999,202,H,0
9.599999999999966,60540.3,5260.8,128,L,0
10.300000000000011,65226.0,7434.0,177,L,0
11.300000000000011,64155.2,7676.0,190,L,0
10.899999999999977,51904.2,282.59999999999997,9,H,0
11.199999999999989,50782.8,4575.3,151,L,0
11.399999999999977,51762.799999999996,3865.6,128,H,0
9.099999999999966,59059.2,7488.0,195,L,0
10.699999999999989,63135.0,3465.0,77,M,0
9.800000000000011,64128.6,5009.4,121,L,0
11.100000000000023,55533.399999999994,4461.599999999999,132,L,0
9.199999999999989,57082.50000000001,851.4000000000001,22,L,0
8.899999999999977,68927.3,673.4,14,M,0
10.5,48401.0,4669.0,161,M,0
11.299999999999955,56349.9,6934.2,182,M,0
10.199999999999989,47304.4,4604.6,161,H,0
9.399999999999977,63727.5,5089.5,117,L,0
10.800000000000011,63272.299999999996,4376.3,107,L,0
8.700000000000045,83034.0,1911.1000000000001,29,M,0
9.699999999999989,52616.2,1063.3,31,L,0
8.800000000000011,43740.0,3839.4,158,L,0
9.699999999999989,57448.799999999996,7231.599999999999,179,L,0
10.5,70282.90000000001,5418.400000000001,104,M,0
9.399999999999977,73111.9,6113.2,124,M,0
11.100000000000023,59178.799999999996,3309.6,84,M,0
10.899999999999977,53968.799999999996,2881.5,85,L,0
9.400000000000034,68714.8,6729.8,133,M,0
9.0,62122.0,5206.5,117,L,0
8.5,45314.9,5601.900000000001,213,L,0
9.199999999999989,74982.6,1406.6000000000001,26,L,0
11.199999999999989,63910.0,6266.5,151,M,0
9.699999999999989,45196.799999999996,2508.0,95,H,0
10.400000000000034,69112.8,4437.0,85,L,0
9.5,34003.4,1387.0,95,M,0
7.800000000000011,40118.399999999994,3960.1,199,L,0
11.0,65147.6,570.6999999999999,13,L,0
9.199999999999989,68554.0,3268.7999999999997,72,L,0
9.300000000000011,69108.0,8320.0,160,H,0
10.5,57075.200000000004,6546.400000000001,167,L,0
9.5,58403.899999999994,7276.799999999999,192,L,0
9.599999999999966,68208.59999999999,2701.7999999999997,57,M,0
10.0,59241.6,2284.7999999999997,56,M,0
9.299999999999955,61272.0,5589.0,135,L,0
8.800000000000011,56340.0,6444.0,179,L,0
10.600000000000023,64766.6,1639.1,37,M,0
10.900000000000034,64180.2,6071.099999999999,147,M,0
9.799999999999955,59682.6,4856.400000000001,114,L,0
10.699999999999989,53497.200000000004,1831.2000000000003,56,L,0
11.5,68005.0,8723.4,186,M,0
9.799999999999955,52229.1,7202.9,223,L,0
11.300000000000011,63303.6,4473.0,105,L,0
10.899999999999977,68573.0,2961.0,63,L,0
11.399999999999977,57355.200000000004,5308.8,158,L,0
10.300000000000011,60112.799999999996,4610.099999999999,127,H,0
11.299999999999955,58356.899999999994,1775.8999999999999,43,L,0
10.5,65514.49999999999,1250.1,27,M,0
9.699999999999989,51156.0,4031.0,139,L,0
9.600000000000023,56473.2,8089.2,214,H,0
9.100000000000023,66930.0,1334.0,29,L,0
8.899999999999977,86231.59999999999,10106.199999999999,169,L,1
9.200000000000045,79806.0,9870.0,175,L,0
10.799999999999955,60092.7,3561.8999999999996,93,M,0
9.600000000000023,57172.799999999996,1960.8,57,L,0
10.399999999999977,75942.8,5649.9,111,L,0
7.7000000000000455,56456.6,4868.799999999999,136,M,0
10.400000000000034,33991.1,1930.5,135,L,0
8.099999999999966,57543.5,8781.9,219,L,0
11.099999999999966,49984.0,1590.3999999999999,56,L,0
10.699999999999989,57297.0,532.5,15,M,0
10.900000000000034,63199.2,5671.2,139,L,0
9.299999999999955,44015.5,164.5,7,L,0
11.300000000000011,62231.2,3766.3999999999996,88,H,0
8.399999999999977,87312.0,7752.0,114,L,1
11.300000000000011,61003.200000000004,724.2,17,M,0
9.600000000000023,68985.0,10132.5,193,M,0
9.799999999999955,63706.5,1630.2,38,L,0
11.100000000000023,58712.5,4350.5,113,M,0
9.800000000000011,51594.399999999994,1869.6,57,L,0
10.899999999999977,52615.3,6917.3,221,L,0
10.0,58906.9,521.3000000000001,13,L,0
9.900000000000034,55744.2,1531.8,46,L,0
11.0,70484.0,789.0,15,M,0
9.300000000000011,64033.200000000004,6923.7,157,M,0
10.899999999999977,53562.0,2373.0,70,M,0
11.599999999999966,69649.0,482.0,10,H,0
9.399999999999977,50532.2,2333.2,76,M,0
9.899999999999977,41620.6,607.6,28,L,0
9.399999999999977,68527.0,10599.5,215,M,0
9.5,46787.4,722.8000000000001,26,H,0
9.300000000000011,62514.0,3891.6,94,L,0
11.099999999999966,48079.100000000006,477.70000000000005,17,M,0
9.5,66176.0,9494.0,202,L,0
11.0,56766.600000000006,549.0,15,M,0
9.600000000000023,64759.5,2308.5,57,L,0
9.800000000000011,59588.6,7298.2,182,L,0
10.100000000000023,69992.0,10036.0,193,H,0
11.0,54579.2,4657.599999999999,142,M,0
8.0,56587.0,461.5,13,M,0
9.299999999999955,75027.0,10678.0,190,M,0
9.899999999999977,54756.4,7303.3,199,L,0
11.399999999999977,66785.0,665.0,14,L,0
11.400000000000034,61730.399999999994,6405.599999999999,157,M,0
9.5,43217.0,2852.0,124,M,0
9.300000000000011,70284.8,7398.4,136,M,0
10.0,60732.5,5227.5,123,L,0
11.099999999999966,61809.399999999994,0.0,0,L,0
9.899999999999977,59748.50000000001,992.5000000000001,25,L,0
10.099999999999966,58386.2,5471.5,155,M,0
9.399999999999977,51033.99999999999,355.29999999999995,11,L,0
10.5,43361.3,1700.9,73,L,0
9.399999999999977,62275.3,7498.7,187,L,0
9.699999999999989,55244.49999999999,4200.7,119,L,0
